DirectorID,DirectorName,openn_m5u,consc_m5u,extra_m5u,agree_m5u,neuro_m5u
88042,"Randy Hogan III",,,,,
88237,"W Kiely III",,,,,
88247,"Fritz Hobbs IV",,,,,
88287,"Jack Van Fossen",,,,,
88307,"William Ligon",,,,,
88312,"Richard Sharp",,,,,
89827,"Garnett Smith",,,,,
89832,"Lawrence Castellani",,,,,
90037,"Robert Bozzone",,,,,
90837,"Donald Southwell",,,,,
90967,"Richard Vie",,,,,
91452,"The Hon. Terry Duffy",,,,,
91572,"Jim McNulty",,,,,
91607,"Charlie Baillie",,,,,
91982,"Dennis Keller",,,,,
91987,"Terry Gregg",,,,,
92062,"Bill Little",,,,,
92352,"Doctor James Kim",,,,,
102722,"Hock Tan",,,,,
102767,"Francis Scricco",,,,,
103317,"Sam Brooks",,,,,
104192,"Bim Black",,,,,
104222,"Larry Brummett",,,,,
105272,"J Harvey",,,,,
105512,"J Parks",,,,,
105887,"Tim Manganello",,,,,
106277,"Mike Jandernoa",,,,,
106603,"Bob Sasser",,,,,
140166,"Pam Reeve",,,,,
140167,"Ray Dolan",,,,,
140535,"L Britt",,,,,
140545,"Richard Bond",,,,,
140562,"Bill Owens",,,,,
140602,"David Kenny",,,,,
140667,"Richard Furlaud",,,,,
140731,"Ron Taylor",,,,,
141002,"Dick Harrison",,,,,
141129,"Gene Isenberg",,,,,
141247,"GermÃƒÂ¡n Larrea Mota-Velasco",,,,,
141251,"Oscar GonzÃƒÂ¡lez Rocha",,,,,
141339,"Jay Schottenstein",,,,,
141642,"James Thompson",,,,,
141669,"Gary Rollins",,,,,
141773,"Frank Hermance",,,,,
141781,"Stephen Snider",,,,,
141918,"Rick George",,,,,
142106,"Ambassador Frank Baxter",,,,,
160071,"Oscar Munoz",,,,,
180054,"Bernard Michel",,,,,
180597,"Ernest Rady",,,,,
180599,"Ryan Brant",,,,,
180642,"Tom Oland",,,,,
180842,"Kelly Sumner",,,,,
180914,"Clark Matthews II",,,,,
180916,"Rich Roedel",,,,,
180961,"Joe Scarlett Jr",,,,,
181076,"David Margolese",,,,,
181188,"David Bloom",,,,,
181282,"Paul Rady",,,,,
181364,"Cliff Illig",,,,,
181450,"Doctor Hassan Ahmed",,,,,
181469,"Manny Perez de la Mesa",,,,,
181726,"Tom Bender",,,,,
182165,"Doctor Ken Wilcox",,,,,
182174,"John Dean Jr",,,,,
182333,"Zia Chishti",,,,,
182338,"Tom Prescott",,,,,
182471,"R Greer",,,,,
182476,"Doctor Ray Withy",,,,,
182514,"C Greer",,,,,
182642,"Bob Corey",,,,,
183114,"Michael Farrell",,,,,
183123,"Wellington Denahan-Norris",,,,,
183176,"Doctor Tom Leighton",,,,,
183266,"Jean-Jacques BienaimÃ©",,,,,
183301,"David Gibbons",,,,,
183351,"Jay Adair",,,,,
183354,"Willis Johnson",,,,,
183605,"Dan DeMatteo",,,,,
183612,"Dick Fontaine",,,,,
183638,"Simon Rossmann",,,,,
183669,"Dick Harrington",,,,,
183728,"Jeff Sagansky",,,,,
183729,"Raz Alon",,,,,
183961,"Rob Friel",,,,,
184069,"Gail Boudreaux",,,,,
184074,"John Koskinen",,,,,
200034,"Floyd Gottwald Jr",,,,,
200064,"Naveen Jain",,,,,
200105,"Steve Steinour",,,,,
200123,"Chad Deaton",,,,,
200409,"Steve Hanson",,,,,
200418,"Keith Jackson",,,,,
200519,"Pat Zenner",,,,,
200642,"Doctor Don Pether",,,,,
200846,"H Nelson",,,,,
200871,"Jeff Hussey",,,,,
200920,"Mike Luetkemeyer",,,,,
201172,"Aloysius Oliver",,,,,
201184,"David Ramaker",,,,,
201392,"Gregory Davies",,,,,
201511,"Bill Ringo Jr",,,,,
201737,"Bob Long",,,,,
201799,"David Campbell",,,,,
201870,"Andy Florance",,,,,
201994,"John Kelly",,,,,
202011,"E Harrison",,,,,
202310,"John Flannery Jr",,,,,
202312,"Mark Begor",,,,,
202340,"Tom McInerney",,,,,
202394,"Doctor George Rathmann",,,,,
202423,"Peter Smith",,,,,
202466,"Roy Whitfield",,,,,
202712,"Alberto Weisser",,,,,
202917,"Ray Seegmiller",,,,,
202918,"Lakshmi Narayanan",,,,,
203073,"Jeff Boyd",,,,,
203140,"Jim Donald",,,,,
203143,"Claude LeBlanc",,,,,
203273,"Jim Heppelmann",,,,,
203397,"Daniel Olvey",,,,,
203417,"Cathie Lesjak",,,,,
203638,"Greg Carmichael",,,,,
203776,"Tom Linebarger",,,,,
203813,"Don Knauss",,,,,
204183,"Dave Burritt",,,,,
204193,"Mike Koehler",,,,,
204293,"JP Bilbrey",,,,,
204362,"Bob Eulau",,,,,
204420,"Jeremy Cooke",,,,,
204425,"Paul Saville",,,,,
204563,"Doctor John Maraganore",,,,,
204688,"David Boyer",,,,,
204705,"Greg Henslee",,,,,
204774,"Jim Loree",,,,,
204995,"Gerry Anderson",,,,,
205055,"David Zapico",,,,,
205153,"David Henshall",,,,,
205361,"Pat Sinks",,,,,
205444,"Jeffrey Keil",,,,,
205600,"John Brinling Jr",,,,,
205608,"Bret Wise",,,,,
205612,"Mike Salvino",,,,,
205640,"Mike Long",,,,,
205961,"Dave King",,,,,
206005,"Jim Judge",,,,,
206006,"Joe Nolan Jr",,,,,
206015,"Jason Gorevic",,,,,
206065,"Richard Adkerson",,,,,
206177,"Tim Dove",,,,,
206220,"Peter Altabef",,,,,
206276,"Eric Wiseman",,,,,
206314,"Jack Brouillard",,,,,
206327,"Mike Coppola",,,,,
206334,"Thomas Cangemi",,,,,
206346,"Larry Young",,,,,
206474,"Bill McDermott",,,,,
206744,"Bill Roper Jr",,,,,
206889,"Erik Nordstrom",,,,,
207117,"Jerry Gramaglia",,,,,
210086,"Jim Craigie",,,,,
220188,"Jim Usdan",,,,,
220505,"Brad Tilden",,,,,
220776,"Chet Helck",,,,,
220788,"Wick Simmons",,,,,
221043,"Matt Clifton",,,,,
221394,"John Brinzo",,,,,
221434,"Pat Daniel",,,,,
221557,"Dub Andras",,,,,
221559,"Doctor Ralph Cunningham Sr",,,,,
221564,"Jim Teague",,,,,
270099,"Greg Armstrong",,,,,
270221,"Ken Joyce",,,,,
270771,"Jim Goodwin",,,,,
270780,"John Hendrickson",,,,,
271049,"Mike Mulica",,,,,
271228,"Al Pichelli",,,,,
271325,"Worthing Jackman",,,,,
271683,"Jide Zeitlin",,,,,
271741,"Graham Smith",,,,,
272180,"Kirill Tatarinov",,,,,
272301,"Tom Freston",,,,,
272632,"David Congdon",,,,,
272830,"R Creamer",,,,,
273149,"James Marcum",,,,,
273416,"Kevin Clark",,,,,
273457,"Doug Parker Jr",,,,,
273520,"J Kirby",,,,,
275120,"Diane Greene",,,,,
275678,"Jeff Ventura",,,,,
275776,"Paul Reilly",,,,,
275794,"Paul Ricci",,,,,
275800,"Mike Tivnan",,,,,
310106,"Eric Meurice",,,,,
310237,"Arif Shakeel",,,,,
310289,"Bob May",,,,,
310412,"Steve Cooper",,,,,
321545,"Lonnie Smith",,,,,
321966,"Rick Keister",,,,,
321968,"Charlie Hogarty",,,,,
323751,"John Grainger",,,,,
324177,"Dick Brewer",,,,,
324756,"Ed Meyercord III",,,,,
325221,"John Yeaman",,,,,
325234,"Louis Waters Jr",,,,,
325238,"H Moore Jr",,,,,
325558,"Larry Page",,,,,
325766,"Steven Voorhees",,,,,
325964,"Steve Milligan",,,,,
326082,"Jim Torgerson",,,,,
326270,"Kieran Gallahue",,,,,
326345,"Randy Eresman",,,,,
326386,"Joel Rosen",,,,,
326390,"Trish Gilligan",,,,,
326503,"Christopher Eccleshare",,,,,
326518,"Bill Jensen",,,,,
326618,"Jerry Masters Jr",,,,,
326662,"Mary Winston",,,,,
326696,"Jake Ulrich",,,,,
326727,"W McCarthy Jr",,,,,
327057,"Doctor Sehat Sutardja",,,,,
327060,"Doctor Ron Black",,,,,
327421,"Lou D'Ambrosio",,,,,
327486,"Liam Griffin",,,,,
327852,"Joe Almeida",,,,,
328121,"Grant Denison Jr",,,,,
328146,"Fredric Price",,,,,
328679,"Lou Drapeau",,,,,
329146,"Phil Gallagher",,,,,
329839,"Godfrey Sullivan",,,,,
330241,"John Cleghorn",,,,,
330576,"Tony Comper",,,,,
330699,"Doctor John Weaver",,,,,
330708,"Tye Burt",,,,,
330727,"Mike Sabia",,,,,
330730,"John Sheridan",,,,,
330808,"Pierre Blouin",,,,,
330835,"Eugene Melnyk",,,,,
330898,"Jerry Grandey",,,,,
330978,"Bruce Brydon",,,,,
330993,"Rob Ritchie",,,,,
331012,"Fred Green",,,,,
331079,"John Hunkin",,,,,
331091,"David Kassie",,,,,
331094,"Jim Foote",,,,,
331095,"Gerry McCaughey",,,,,
331101,"Nancy Southern",,,,,
331199,"Hal Kvisle",,,,,
331331,"Bill Downe",,,,,
331723,"Keith Meister",,,,,
331732,"Albo Antenucci Jr",,,,,
332204,"Tom Jorden",,,,,
332327,"Dave Brennan",,,,,
332609,"Brad Childers",,,,,
332689,"Jack Prim",,,,,
332770,"Jerry Baker",,,,,
332806,"Jim Hughes",,,,,
333126,"Brian Ferguson",,,,,
333229,"Bill Austen",,,,,
333291,"Keith McLoughlin",,,,,
333605,"Al de Molina",,,,,
333721,"J Doyle",,,,,
333755,"Jim Whitehurst",,,,,
333782,"Bill Spence",,,,,
333894,"Ed Bastian",,,,,
333969,"Dan Houston",,,,,
333999,"Dave Wichmann",,,,,
334108,"Britt Greene",,,,,
334134,"Tom Quinlan III",,,,,
334487,"Tom Rutledge",,,,,
334732,"John Willson",,,,,
334782,"Jim Excell",,,,,
334859,"Doctor Charles Roadman II",,,,,
334890,"Doctor Fred Sorkin",,,,,
334926,"Alan Litwin",,,,,
335100,"G Anthony",,,,,
335114,"Brian MacNeill",,,,,
335187,"John Mayberry",,,,,
335188,"Russ Girling",,,,,
335189,"Alex Pourbaix",,,,,
335228,"Doctor Mike Lazaridis",,,,,
335239,"Jim Balsillie",,,,,
335262,"Bill Wells",,,,,
335278,"Gord Nixon",,,,,
335293,"Murray Mullen",,,,,
335297,"Alan Torrie",,,,,
335348,"Brian Canfield",,,,,
335626,"Robert Welty",,,,,
335747,"J Clayton",,,,,
335816,"Steve Williams",,,,,
336053,"Doctor David Lederman",,,,,
336089,"Chuck Rubin",,,,,
336620,"Matthew Farrell",,,,,
336808,"Darren Entwistle",,,,,
336841,"George Cope",,,,,
336845,"Joe Natale",,,,,
336982,"Don Stewart",,,,,
336999,"Don Lindsay",,,,,
337424,"Paul Gudonis",,,,,
337499,"Doctor Ed Clark",,,,,
339226,"C GonÃƒÂ§alves",,,,,
339339,"Doug Merritt",,,,,
339546,"Doctor Mike Bristow",,,,,
340641,"Rick McKenney",,,,,
340992,"Doctor Ted Love",,,,,
341230,"William Brown",,,,,
342589,"Charif Souki",,,,,
342708,"Mark Schwabero",,,,,
343128,"Sean Boyd",,,,,
343163,"Mike Wirth",,,,,
343228,"Russell Jones",,,,,
343710,"Hilton Schlosberg",,,,,
343730,"Christine Day",,,,,
344048,"Rick Waugh",,,,,
344115,"Doctor Doug Squires",,,,,
344746,"Don Fusilli Jr",,,,,
344866,"Fitzy FitzGerald",,,,,
344990,"Greg Becker",,,,,
345189,"John Hick",,,,,
345791,"Vince Sadusky",,,,,
345884,"Gary Chapman",,,,,
346470,"Jack Cumming",,,,,
346482,"Rob Cascella",,,,,
346517,"Kevin Sayer",,,,,
346705,"BT Coleman",,,,,
346826,"Craig Muhlhauser",,,,,
347211,"Doctor Clay Siegall",,,,,
347631,"Steve Delaney",,,,,
347638,"Eugene Polistuk",,,,,
347639,"Doctor H Fell",,,,,
348132,"Jane Hollingsworth",,,,,
348796,"Clayton Woitas",,,,,
350019,"Greg Case",,,,,
370427,"Ken MacKenzie",,,,,
371164,"Peter Aldred",,,,,
371367,"Dominic D'Alessandro",,,,,
371383,"Don Guloien",,,,,
371608,"Malcolm Cox",,,,,
371631,"J Goertzen",,,,,
371870,"Randy MacEwen",,,,,
372117,"Mike Azancot",,,,,
372135,"Bob Michaleski",,,,,
372228,"Peter Tomsett",,,,,
372391,"Leon Navickas",,,,,
372492,"Jim Lico",,,,,
372752,"Dan Springer",,,,,
373059,"Jason Ackerman",,,,,
373083,"Alberto Lavandeira AdÃƒÂ¡n",,,,,
373091,"Chris von Christierson",,,,,
373289,"Sheldon Adelson",,,,,
373525,"Rob Goldstein",,,,,
374874,"Paul Wright",,,,,
375071,"Harold Hamm",,,,,
375121,"Mike Creel",,,,,
375211,"Randy Fowler",,,,,
376149,"Michael Klein",,,,,
376225,"Joseph Podolski",,,,,
377600,"J French",,,,,
377627,"Hank Newell",,,,,
377687,"Peter Dougherty",,,,,
378008,"Stan Lapidus",,,,,
440098,"Don Hardison",,,,,
440367,"Jeff Luber",,,,,
441366,"Val Christensen",,,,,
441449,"Bharat Masrani",,,,,
441691,"Gary Burrell",,,,,
441692,"Doctor Min Kao",,,,,
441710,"Cliff Pemble",,,,,
441981,"Peter Barnes",,,,,
441989,"Eduardo Luna",,,,,
442468,"Keith Creel",,,,,
442997,"Tim Hearn",,,,,
443553,"Robert Friedland",,,,,
443565,"John Macken",,,,,
444048,"Gordon Bogden",,,,,
444123,"Jim Continenza",,,,,
445172,"Bob Buchan",,,,,
445179,"Ron Stewart",,,,,
446412,"Peter Horvath",,,,,
446848,"William White",,,,,
447285,"Arthur Becker",,,,,
447312,"Greg Creed",,,,,
447451,"David Hatfield",,,,,
447647,"Ravi Saligram",,,,,
449609,"Aaron Regent",,,,,
449903,"Doctor Bill Coyro Jr",,,,,
450561,"Richard Shaw",,,,,
450657,"Bradley Mallory",,,,,
451403,"Fritz Corrigan",,,,,
451525,"Tim Timmins",,,,,
451534,"Gary Henry",,,,,
452181,"Greg Sandfort",,,,,
452406,"Gary Philbin",,,,,
452535,"Michael O'Sullivan",,,,,
452550,"Rich Chernicoff",,,,,
452655,"Jeff Musser",,,,,
452866,"Chris Leahy",,,,,
452889,"Doctor AndrÃ©s Gluski Weilert",,,,,
453077,"Doctor Tom Caulfield",,,,,
453851,"Noel White",,,,,
454544,"Hans Vestberg",,,,,
454640,"Greg Blatt",,,,,
455056,"Miguel da Mata Patricio",,,,,
455061,"Steve Cahillane",,,,,
455385,"Steve Squeri",,,,,
456223,"Michael Clarke",,,,,
457277,"Victor Dodig",,,,,
457321,"Ron Rittenmeyer",,,,,
457517,"Tim Gokey",,,,,
480262,"Professor Doctor Steven Quay",,,,,
480557,"Steve Kean",,,,,
480780,"Rich Tobin",,,,,
481082,"Steve Lesnik",,,,,
481563,"Dick Costolo",,,,,
481697,"Lawrence Kurzius",,,,,
482047,"Andy Mattes",,,,,
482389,"Nick DeMare",,,,,
482778,"Neal Shear",,,,,
483465,"Sir Andrew Witty",,,,,
483505,"Adena Friedman",,,,,
484096,"Jonas Prising",,,,,
484115,"Craig Dahl",,,,,
484476,"RenÃƒÂ© Jones",,,,,
484750,"Doctor Rich Nottenburg",,,,,
484778,"Peter Kern",,,,,
484812,"Ginni Rometty",,,,,
484858,"Olivier Le Peuch",,,,,
485041,"Bill Ruckelshaus",,,,,
485054,"Bob Livingston",,,,,
485157,"David Provost",,,,,
485168,"Ajay Banga",,,,,
485170,"Michele Buck",,,,,
485294,"Jay Hooley III",,,,,
485451,"Todd Gibbons",,,,,
485470,"Dennis Arriola",,,,,
485569,"Mike Hennigan",,,,,
485800,"Rob Davis",,,,,
485987,"Doctor Marc Bitzer",,,,,
486017,"Dino Robusto",,,,,
486024,"David Cordani",,,,,
486026,"Karen Lynch",,,,,
486181,"Art Peck",,,,,
486279,"Joe Gorder",,,,,
486395,"Doctor Pat Gelsinger",,,,,
486476,"Walt Bettinger II",,,,,
486687,"Lloyd Yates",,,,,
486795,"Al Monaco",,,,,
486807,"Jim Gallogly",,,,,
487039,"Joseph Zubretsky",,,,,
487151,"Jim Chambers",,,,,
487157,"Barbara Rentler",,,,,
487342,"Tim Archer",,,,,
487355,"Kelcy Warren",,,,,
487387,"Mackie McCrea III",,,,,
487624,"Mancil Sanders",,,,,
487710,"Todd Vasos",,,,,
488345,"John Turner Jr",,,,,
488858,"Matt Maddox",,,,,
488891,"Eric Feldstein",,,,,
488928,"Mark Widmar",,,,,
489026,"Carl Liebert III",,,,,
489031,"Julian Raines",,,,,
489189,"Steve Ells",,,,,
489398,"Monty Moran",,,,,
489833,"Marvin Ellison",,,,,
490002,"Kay Priestly",,,,,
490177,"Tom Kingsbury",,,,,
490435,"Ted Sarandos Jr",,,,,
491125,"Carlos Hernandez",,,,,
491611,"Pat Kampling",,,,,
491740,"Richie Whitt III",,,,,
491878,"Ed Coleman",,,,,
492401,"Laurie Bebo",,,,,
492810,"Tony Makuch",,,,,
493767,"William Johnson",,,,,
494496,"Mark Thierer",,,,,
494862,"Marc Miller",,,,,
495377,"Willem De Geer",,,,,
495421,"Adam Schechter",,,,,
496482,"Doctor Larry Dillaha",,,,,
496788,"Richard Norwitt",,,,,
497950,"John Roberts III",,,,,
499383,"Satya Nadella",,,,,
499843,"Mike Pearson",,,,,
500122,"Colonel Walt Havenstein",,,,,
500231,"Greg Heckman",,,,,
500995,"Jeff Martin",,,,,
501364,"Ron Delia",,,,,
501549,"Mike Mikan III",,,,,
502142,"Tom Williams",,,,,
502503,"Greg Renwick",,,,,
502538,"Leon F Gosselin",,,,,
502553,"Doctor Frank Verwiel",,,,,
503110,"Doctor Firoz Rasul",,,,,
503115,"Dennis Campbell",,,,,
503338,"Charles Horn",,,,,
505678,"Oliver Ratzesberger",,,,,
506367,"David Rowland",,,,,
507201,"Jim Hensel",,,,,
507530,"Stephane Bancel",,,,,
508962,"Larry De Shon",,,,,
509859,"Doctor Brian Tyler",,,,,
511150,"David Auld",,,,,
512642,"Nick Howley",,,,,
513374,"Greg Ebel",,,,,
513708,"Kevin Conroy",,,,,
514599,"Mark Tarr",,,,,
514830,"Gerald Evans Jr",,,,,
514971,"Bill Andrew",,,,,
514974,"Murray Nunns",,,,,
514987,"Doctor Mark Cruise",,,,,
515021,"Brian Porter",,,,,
515173,"Don Wellendorf",,,,,
515769,"John Stauch",,,,,
515842,"Brian Humphries",,,,,
516421,"Ted Doheny II",,,,,
516521,"Gary Norcross",,,,,
516861,"Robin Li",,,,,
517103,"Patrick Haynes III",,,,,
517107,"Roland Bopp",,,,,
517109,"Norm Phipps",,,,,
517117,"Randy Brouckman",,,,,
517123,"Greg Carter",,,,,
517224,"Bill Fallon",,,,,
517277,"Mike Kaufmann",,,,,
517326,"Al White III",,,,,
530374,"Joe Grosso",,,,,
530493,"Chet Idziszek",,,,,
530849,"Craig Nelsen",,,,,
530989,"Mitch Butier",,,,,
531264,"Ray Betler",,,,,
531362,"Steve VanRoekel",,,,,
531419,"Bob Gallaway",,,,,
531522,"Bob Chisholm",,,,,
531796,"Mike Muzylowski",,,,,
532409,"David Constable",,,,,
533102,"Neill Currie",,,,,
533454,"Dave Roberts Jr",,,,,
533754,"Doctor Shaygan Kheradpir",,,,,
533891,"Alan Schnitzer",,,,,
534106,"Jim Squires",,,,,
534187,"Tony Will",,,,,
534201,"Ernest Santi",,,,,
534436,"Jerry Norcia",,,,,
534761,"Bill Thomas",,,,,
534783,"Hank Kucheman",,,,,
534948,"Don Thompson",,,,,
534961,"John Clendening",,,,,
535064,"John Christmann IV",,,,,
535083,"Matt Levatich",,,,,
535617,"Bob Jordan",,,,,
535956,"Mark Rosenthal",,,,,
536199,"Mike Hayford",,,,,
536220,"Scott Dodson",,,,,
536623,"Manny Rivelo",,,,,
536628,"Chuck Robbins",,,,,
536839,"Doctor Jeff Jacobson",,,,,
536969,"M Hardwick",,,,,
537143,"Dan Florin",,,,,
540575,"Ernie Herrman",,,,,
540860,"Tim Gitzel",,,,,
540963,"Paul Wilson",,,,,
541851,"Nikesh Arora",,,,,
542015,"Jay Chaudhry",,,,,
542274,"Amar Hanspal",,,,,
543924,"Dave Lougee",,,,,
543938,"David Hutchens",,,,,
544223,"Dean Connor",,,,,
545218,"Chris O'Connell",,,,,
545366,"Willie Chiang",,,,,
545843,"Terrence Curtin",,,,,
545851,"Doctor Ajei Gopal",,,,,
545856,"Margo Georgiadis",,,,,
546457,"Doctor M Khatibzadeh",,,,,
546625,"Nader Tavakoli",,,,,
547579,"Doctor Dave Mosley",,,,,
547628,"Paul Donahue",,,,,
547732,"Frank Grillo",,,,,
548131,"Andreas Fibig",,,,,
548238,"Yves Brouillette",,,,,
548682,"Mark Smucker",,,,,
549005,"George Kurtz",,,,,
549036,"Jay Forbes",,,,,
549248,"Glenn Fogel",,,,,
549254,"Jon Moeller",,,,,
549272,"David Taylor",,,,,
549620,"Leonard Mallett",,,,,
549793,"Joc O'Rourke",,,,,
550037,"Doctor Anirudh Devgan",,,,,
550759,"Mike Mears",,,,,
551218,"Bryan Perez",,,,,
551643,"Rick Muncrief",,,,,
551815,"Brian Sondey",,,,,
552734,"Charles Reimer",,,,,
554044,"Jim Farley Jr",,,,,
554070,"Mike Zahra",,,,,
554191,"Manolo ZÃƒÂºÃƒÂ±iga-PflÃƒÂ¼cker",,,,,
555156,"Gordon Kerr",,,,,
555180,"Ian Dundas",,,,,
555739,"Tom Long",,,,,
556797,"Geisha Williams",,,,,
556870,"Sasan Goodarzi",,,,,
557253,"Paul Colborne",,,,,
557254,"Jim Bertram",,,,,
590109,"Fabrizio Freda",,,,,
590138,"Dave McKay",,,,,
590171,"Leland Hein Jr",,,,,
590656,"Don Casey Jr",,,,,
590802,"W Carlson",,,,,
591081,"Peter Brown",,,,,
591105,"Paul Reynolds",,,,,
592531,"Robert Hanson",,,,,
594389,"Bruce March",,,,,
595054,"Bill Sheriff",,,,,
595943,"Donnie King",,,,,
597046,"Donnie Smith",,,,,
597201,"Richard Nesbitt",,,,,
597285,"George Damiris",,,,,
597434,"Shelley Broader",,,,,
598030,"Ron Hochstein",,,,,
598186,"Michelle Gass",,,,,
598675,"Mauricio Gutierrez",,,,,
598782,"Mike McMullen",,,,,
598783,"Ron Nersesian",,,,,
599074,"Raghu Raghuram",,,,,
599951,"David Lockwood",,,,,
601275,"Francois Locoh-Donou",,,,,
601288,"Gary Cotshott",,,,,
603212,"Jim Stanard",,,,,
603301,"Jeff Brown",,,,,
603421,"Peter Zaffino",,,,,
603603,"Lance Fritz",,,,,
603672,"Rich Kruger",,,,,
603844,"Steve Schlotterbeck",,,,,
604912,"Jane Fraser",,,,,
604942,"Doug Peterson",,,,,
606259,"Hugh Ross",,,,,
607415,"Enrique Lores",,,,,
607786,"Tim NeCastro",,,,,
607801,"Eric Lefkofsky",,,,,
607902,"Dev Ittycheria",,,,,
607926,"Glenn Votek",,,,,
608053,"Ajit Manocha",,,,,
620239,"Jack Roche",,,,,
621112,"Ron Lang",,,,,
621249,"Bob Blue",,,,,
621318,"Chuck Jones Jr",,,,,
621976,"Ralph Rossouw",,,,,
622423,"Walter Lynch",,,,,
622541,"Bruce McClelland",,,,,
623177,"Dan Knotts",,,,,
623530,"Dave Richardson",,,,,
623967,"Lyn Kirby",,,,,
624113,"Michael McGarry",,,,,
624431,"John Dillon",,,,,
624717,"Claude Dussault",,,,,
624902,"Karen Sheriff",,,,,
625215,"Marty Barrington",,,,,
625221,"Howard Willard III",,,,,
628081,"Matt Flannery",,,,,
640369,"Doctor Dirk van de Put",,,,,
640531,"Steve Mollenkopf",,,,,
640769,"The Hon. Bill Morneau Jr",,,,,
640848,"Tim Dool",,,,,
640862,"Greg Wight",,,,,
640865,"Peter Cresswell",,,,,
641036,"Ron Southern",,,,,
641042,"Siegfried Kiefer",,,,,
641184,"Lorenzo Simonelli",,,,,
641282,"Joey Levin",,,,,
641444,"Terry Cavanaugh",,,,,
642634,"George Burns",,,,,
642860,"Pieter Britz",,,,,
643509,"Mario Longhi",,,,,
644059,"Bob Sartor",,,,,
645236,"Jeff Swinoga",,,,,
645352,"Stan Marshall",,,,,
646099,"Charles Brindamour",,,,,
646662,"Lisa Wardell",,,,,
646764,"Bill Fraser",,,,,
647025,"Francis DeSouza",,,,,
647302,"Steve Kelley",,,,,
647591,"Lino Saputo",,,,,
647592,"Lino Saputo Jr",,,,,
650660,"Uwe Roehrhoff",,,,,
652335,"Mark Selby",,,,,
653438,"John Wright",,,,,
653443,"Corey Ruttan",,,,,
653581,"Tony Capuano Jr",,,,,
654371,"Doctor M Trottier",,,,,
655130,"Javier Rodriguez",,,,,
655507,"Fiore Aliperti",,,,,
655850,"Juan Andrade",,,,,
656871,"Dev Randhawa",,,,,
657842,"Doctor Yvonne Greenstreet",,,,,
730057,"Jeff Storey",,,,,
730058,"Jim Peck",,,,,
730317,"Victor Cantore",,,,,
730495,"Randy Smallwood",,,,,
730497,"Nolan Watson",,,,,
730573,"Luc Bertrand",,,,,
730649,"Tom Kloet",,,,,
730768,"Francois Poirier",,,,,
730965,"Mark Eaton",,,,,
731025,"Sheldon Inwentash",,,,,
731030,"Frank Lang",,,,,
731236,"Steve VanSickle",,,,,
731258,"Gerald Sheff",,,,,
731267,"Ulli Rath",,,,,
731277,"Jeremy Freedman",,,,,
731460,"Jeff Moody",,,,,
731484,"Richard Buzbuzian",,,,,
731940,"Ralph Shearing",,,,,
732273,"Michael O'Connor",,,,,
732366,"Dick Whittington",,,,,
732483,"Doctor Quinton Hennigh",,,,,
732491,"Robert Bick",,,,,
732663,"Peter Federico",,,,,
732790,"Ewan Downie",,,,,
733660,"Daryl English",,,,,
734299,"Carl Hansen",,,,,
734511,"Darren Pylot",,,,,
734584,"Stewart Gibson",,,,,
734595,"Terry King",,,,,
734601,"John Rapach",,,,,
734609,"Brian Maher",,,,,
734625,"Patrick Evans",,,,,
734641,"Alex Black",,,,,
734784,"Richard Warke",,,,,
734851,"Peter Gundy",,,,,
734858,"Constantine Karayannopoulos",,,,,
735008,"Steve Finch",,,,,
735014,"Mike Heier",,,,,
735021,"Lyle Whitmarsh",,,,,
735026,"Brent Conway",,,,,
735080,"Risto Laamanen",,,,,
735129,"George Bee",,,,,
735131,"Tim Warman",,,,,
735159,"Romolo Magarelli",,,,,
735254,"Bob Meers",,,,,
742333,"Curtis Farmer",,,,,
742384,"Gary Kain",,,,,
745229,"Mark Benjamin",,,,,
752728,"William Cox",,,,,
755922,"Richard Patricio",,,,,
760564,"Jim Phillips",,,,,
761075,"Greg Fedun",,,,,
761557,"Matt Murphy",,,,,
764356,"Karl Kottmeier",,,,,
764427,"The Hon. David Miller",,,,,
764510,"Marc Cernovitch",,,,,
764562,"Linda Smith",,,,,
764570,"Darcy Krell",,,,,
765053,"Jayshree Ullal",,,,,
765386,"Josh Silverman",,,,,
772458,"Philip Sherringham",,,,,
773266,"Bill Way",,,,,
777885,"Dave Regnery",,,,,
790374,"Jagdeep Singh",,,,,
790420,"Peter Tagliamonte",,,,,
790575,"William Ding",,,,,
791001,"Pedro Pizarro",,,,,
791174,"Tom Kennedy",,,,,
795984,"David Solomon",,,,,
796522,"Laurence Hunn",,,,,
796847,"Marcos GalperÃ­n",,,,,
801896,"Ben Minicucci",,,,,
806078,"Jim Snee",,,,,
807018,"Hartmut Liebel",,,,,
830059,"Rajiv De Silva",,,,,
831805,"Steve Rendle",,,,,
833877,"John McKenzie",,,,,
835884,"R Coker",,,,,
835887,"Rob Tiede",,,,,
836736,"David Foss",,,,,
837171,"Tim Mattke",,,,,
837272,"Aris Kekedjian",,,,,
841525,"Ward Nye",,,,,
842949,"Doctor Ken Cai",,,,,
843302,"Frank Slootman",,,,,
853893,"Alan Colberg",,,,,
857412,"Doctor Giovanni Caforio",,,,,
873256,"Gary Goldberg",,,,,
877797,"James Quincey",,,,,
879247,"Joaquin Duato",,,,,
880206,"Chris Cartwright",,,,,
880948,"Galen Weston Jr",,,,,
881227,"Roger Krone",,,,,
881229,"Dennis Muilenburg",,,,,
881352,"Bill Smith",,,,,
