,NAME,NATIONALITY_STATE_CODE,STATE_OF_RESIDENCE_CODE
1141335,"PROKURATOVA, Inta",LV,LV
269731,"RICHTER, Martin",DE,DE
629632,"DUCH, David, Stanley",US,US
221729,"LARSEN, Hans",DK,DK
183566,"GOLDEMANN, Raul",DE,DE
585399,"ZGANI, Ibrahim",FR,FR
1241058,"SOY, ErdinC",TR,TR
534398,"LOIKAS, Taimo",FI,FI
524197,TUTO Joan,ES,ES
1047169,"HIBINO, Kazumichi",JP,JP
1079488,"KIM, Jin, Yun",KR,KR
1614880,"MUZAFFAR, Usman",US,US
385211,"RIIKONEN, Mika",FI,FI
1080756,"LEE, Sang-Hyu",KR,KR
1412359,"FENG, Xiaobing",US,US
1838051,"JANNIK, Gerald, T.",US,US
1151211,"VAN BODEGRAVEN, Robert, Jan",NL,NL
1626193,"PILLA, Subrahmanyam",IN,US
337214,"SCHRODER, Astrid",DE,DE
1806412,"WIHARDJA, James, W.",US,US
1115587,"LEE, Seung Ah",KR,KR
724442,"HO, King Chee",MY,MY
1491632,"CONDROSKI, Kevin R.",US,US
1183835,"VOLKOV, German Alfredovich",RU,RU
228582,"LATHROP, Stephanie",AU,US
535542,"VEPSALAINEN, Jouko",FI,FI
1531084,"PEDDIREDDY, Subba Reddy",IN,IN
72493,"ST. PIERRE, Michel",CA,CA
225372,"BRAUNER-OSBORNE, Hans",DK,DK
989564,"KUMAGAI, Kunio",JP,JP
1732687,"HENSON, Joshua, D.",US,US
1457097,"TAO, Han",CN,CN
349589,"FUHRHERR, Richard",DE,DE
35556,"KUEPPER, Nicole, Bianca",AU,AU
1297351,"NOTARPIETRO, Giancarlo",IT,IT
1494219,"MAYVILLE, Christian, G.",US,US
1760378,"GOWIN, Angie",US,US
161402,"LEDVINiCA, Karel",CZ,CZ
599135,"TROESCH, Laurent",FR,FR
291233,"JABS, Thorsten",DE,DE
170713,"LUCIONI, Gonzalo",PE,DE
345362,"GLOCKL, Josef",AT,DE
503016,"REVERDY, Frank",FR,FR
1616646,"ARORA KHARE, Taruna",US,US
237796,"LIQUI, Ursula",DE,DE
18600,"GOULD, Terrence, Malcom",AU,AU
47101,"D'HEYGERE, Philippe",BE,BE
830979,"SIGFUSSON, Thorsteinn, I.",IS,IS
141743,"JONSSON, Elias",SE,SE
80752,"TANNER, Jerome, E.",US,CA
1254229,"DAWES, Charles, Richard",US,US
757038,"POTUT, Christian",FR,FR
643877,"DANESH, Sayed, Ali",IR,GB
423482,"WALRAVEN, Fabian, Arthur",NL,NL
183807,"HEINEN, Stefan",DE,DE
1152422,"KOOIJ, Hendrik, Jan",NL,NL
209191,"WIMMER, Andrea",DE,DE
349689,"FICHTELMANN, Bernd",DE,DE
1025369,"SENDA, Makoto",JP,JP
147793,"DAI, Jinming",CN,CN
1115784,"YOON, Seokhyun",KR,KR
553471,"DEFRANOULD, Philippe",FR,FR
291885,"HALLMANN, Michael",DE,AT
430810,"BUETTELMANN, Bernd",DE,US
728623,"GAMBERINI, Gianluigi",IT,IT
1749776,"BIERBACH, Ulrich",DE,US
225614,"WILLATZEN, Per",DK,DK
804786,"MIRSKY, Uri",IL,IL
1854994,"PICKERSGILL, Jason Douglas",US,US
1092441,"KIM, Seong Ryong",KR,KR
710609,"GRANDOU, Gilles Eric",FR,FR
1358509,"ZHAO, Jiuquao",US,US
1298056,"COUNTS, Michael, Wayne",US,US
696331,"FITZKE, Frederick",GB,GB
1301383,"BILDUSAS, Leon",US,US
1101327,"BACK, Young Ja",KR,KR
708540,"HAY, Martin Alexander",GB,GB
271778,"CORDONNIER, FranCois-Jacques",FR,FR
1734657,"BIANCHI, Ernesto, G.",AR,US
1687573,"LUONG, Michael, M.",US,US
1134083,"KIM, Shin Je",KR,KR
290246,"DE CAMBRAY, Laetitia",FR,DE
1676632,"ROVNICK, Gerald",IL,IL
625681,"REYNOLDS, Mairead, Rosario",IE,IE
518404,"MAZA RIBERA, Alfonso de la",ES,ES
476969,"SHMELEV, Kirill",RU,RU
1297501,"SUAREZ, Tulio",US,US
1217488,"BANG, Magnus",SE,SE
330344,"PAHL, Thomas",DE,DE
68005,"EKANAYAKE, V., G., Sunetra",CA,CA
1610783,"LAHAYE, Paul, G.",US,US
1584888,"HILL, Theodore",US,US
1580058,"WANDRY, Kenneth, D.",US,US
1630347,"MARTI, Franklin, C.",US,US
1105794,"MOON, Gun Woo",KR,KR
1733365,"WALRAVEN, Albert",NL,AE
810314,"SHAMIS, Marina",IL,IL
1226951,"CHEAH, Sin, Hui",MY,SG
235756,"DORR, Siegfried",DE,DE
774944,"SEEGER, Joseph",US,US
1052184,YOSHINO Seiji,JP,JP
1413830,"TALASELA, Latha",IN,US
237897,"SKNOTTNER-LUNDIN, Anna",SE,SE
88745,"BALABAN, Dahlia",CA,CA
1802026,"WALLING, Jerry, Lee",US,US
312387,"WENNINGER, Franz",DE,DE
1577076,"GANDHI, Virajkumar, B.",US,US
19598,"DOLAN, Denis, William",AU,AU
1008690,"SATO, Kazuhide Eduardo",BR,JP
1000422,"HORIKAWA, Naoto",JP,JP
669448,"FAULDS, Craig, Barry",GB,GB
1807466,"COOK, Donald, R.",US,US
453259,"SURQUIN, Joannes Marinus",NL,NL
1746618,"SCHMIDT-RODENKIRCHEN, Achim",DE,DE
1210222,"LINDQVIST, Frank",FI,DE
798744,"MURRI, Roberto",IT,IT
625271,"WILLIAMS, Mark, Jonathan",GB,GB
1572327,"KRULL, Richard, Donald",US,US
1638781,"BUMGARDNER, Michael W.",US,US
1238411,"DEIGIN, Vladislav Isakovich",SU,SU
1160679,"OUWERKERK, Bastiaan Robert",NL,NL
1572659,"ABAD, Mark",US,US
582082,"FOUCAULT, Michel",FR,FR
1412585,"RAO, Uppala, Venkata, Bhaskara",IN,IN
1254659,"LEEPER, William, J.",US,US
272247,"HACK, Johannes",DE,DE
1363048,"CHANG, Sam",US,US
353554,"HYERLE, Robert",US,FR
758142,"BORSARI, Gianni",IT,IT
252329,"SAWADA, Atsusi",JP,JP
936823,"AKITA, Michio",JP,JP
69561,"JACQUES, Michel",CA,CA
309619,"MARISSEN, Roelof",NL,NL
1166261,"AKSELSEN, Petter, O.",NO,NO
1770505,"CO, Katrina Andrea, U.",US,US
313126,"COLLINS, Sandra",IE,IE
1446464,"BLANCHARD, Andre, N.",US,US
324935,"MADERTHANER, Karl",AT,DE
76239,"GUAY, Johane",CA,CA
235184,"SCOLASTICO, Carlo",IT,IT
1443479,"XIAO, Hanzhong",US,US
1157348,"NIJSSE, Gerard",NL,NL
1230310,"BI, Chao",SG,SG
43479,"ROGERS, Gregory, James",AU,AU
1186933,"REZNICHENKO, Sergei Vladimirovich",RU,RU
92620,"MAGHDOORI, Babak",CA,CA
705138,"EVANS, Kate",GB,GB
1090947,"LEE, Myung Ho",KR,KR
813932,"KEREN, Yossi",IL,IL
271124,"RIEK, Siegfried",DE,DE
1516727,"COLSON, Michael",US,US
1245236,"STEIN, Charles",US,US
302718,"GRIMBERG, Edelbert",DE,DE
87281,"COLMAN, David, R.",US,CA
1217322,"GHOSAL, Alokesh",IN,IN
1428106,"SITTER, David, N.",US,US
1458763,"ATRIZADEH, Firooz",IR,US
569676,"BARRON, Sonia",FR,FR
27511,"MARYANKA, Paz",AU,AU
184033,"LANG, Bernhard",DE,DE
239431,"LICHT, Ulrike",DE,DE
1114867,"KIM, Soohyung",KR,KR
379396,"SHERRATT, Paul, Robertson",GB,GB
1464769,"SCHUMACHER, Mark, S.",**,US
1034562,TANAKA Katsunori,JP,JP
1151068,"VAN DER EERDEN, Adrianus, Maria, Jacobus",NL,NL
477424,"COGNAULT, Aurore",FR,FR
779215,"THOMPSON, Kristin M.",US,US
1834072,"PACKER, Mark, N.",US,US
462563,"IDIART, Marco, Enrique",AR,DE
872314,"SHIGETA, Yoshitane",JP,JP
519308,"ENRIQUE-TARANCON DELMAS, Gemma",ES,ES
832597,"MORETTI, Sonia",IT,IT
474080,"PRESCHER, Martin",DE,DE
138228,"LIU, Jason",CN,CN
36052,"NORRIS, James Stanley",AU,AU
345678,"HEES, Bruno",DE,DE
478698,"BREMIKER, Sven",DE,DE
1795625,"KENNEDY, Kenneth",US,CA
27732,"MORAND, Eric, Francis",AU,AU
586983,"POURCIEL, Jean-Bernard",FR,FR
1152715,"GROENENDIJK, Franciscus, Ludovicus",NL,NL
113730,"HUANG, Changlin",CN,CN
1391745,"DE BONET, Jeremy, S.",US,US
1099143,"KOH, Kwang-kyu",KR,KR
188817,"BREU, Christian",DE,DE
539395,"LEHMUS, Marja-Leena",FI,FI
195221,"DORR, Kathrin",DE,DE
801285,"MCINNES, Duncan, William",GB,IE
1144863,"AMRU, Yusrin, Amruddin",MY,MY
1833496,"HAAMEL, Tobias",DE,DE
1852573,"RILEY, Mason",US,US
1171232,"HUSE, Ingvar, Jarle",NO,NO
885198,"NAKAJIMA, Seikichi",JP,JP
1813617,"MARKLAND, Jr., Francis S.",US,US
1019821,MINAMIZAWA Hideki,JP,JP
1385851,"MA, Jing-Ji",CN,US
1008381,"IIDA, Shinya",JP,JP
1826318,"LUTJENS, Elaine, Wilhelmina",US,US
335509,"WERNZ, GUnther",DE,DE
1762942,"YU, Mukwan",KR,KR
1623406,"CHYBA, Thomas, H.",US,US
262354,"MULDER, Christiaan",ZA,ZA
716178,"MILE, PAl",HU,HU
1019118,"TONAMI, Manabu",JP,JP
742982,"SGARAMELLA, Vittorio",IT,IT
556599,"FEVRIER, Daniel",FR,FR
696525,"EASTHAM, Derek Anthony",GB,GB
1286570,"ANDRADE, Joseph, D.",US,US
1827497,"WARD, Daniel N.",US,US
735553,"BURGER, Cornelius",ZA,ZA
1014579,"ITOH, Shinroh",JP,JP
19979,"ZHONG, Shi",AU,AU
1107616,"CHOI, Ki Sun",KR,KR
1421193,"WOODLE, Guy, B.",US,US
1096721,"YUN, Young Sun",KR,KR
110250,"CHENG, Wencai",CN,CN
51808,"NESTAR, Charles, Fernandes",BR,BR
281729,"RICHTER, Sven",DE,DE
1396765,"TEW III, William H.",US,US
1549048,"KARNOUB, Maha, Chabhar",LB,US
1573736,"GIEGERICH, Gary",US,US
675161,"HRECZUK-HIRST, Dale, Howard",GB,GB
1481913,"KHAN, Asad, A.",US,US
577506,"DESLANDES, Laurent",FR,FR
42433,"GRESHAM, Joel, Dylan",AU,AU
1522816,"HESTON, Scott, M.",US,US
807361,"TSEHORI, Jonathan",IL,IL
1462339,"CHIM, Edwin",US,US
404940,"HUANG, Xiang",CN,US
133600,"LIN, Wenying",CN,CN
246613,"STADELE, Berta",DE,DE
11269,"CROWLEY, David, Glen",AU,AU
1044024,"YONEDA, Isami",JP,JP
1596795,"COHEN, Marilyn, L.",US,US
916056,"MORISATO, Minako",JP,JP
225439,"WESTERGAARD, Anders",DK,DK
738339,"GHAZZI, Maha, Maria",US,US
970979,"TAKAYASU, Mitsuyuki",JP,JP
1719616,"MITTELMAN, Michael",US,US
662156,"BARNARD, Dominic, Paul, Edmond",GB,GB
933521,"IWASAKI, Kentaro",JP,JP
1367845,"LO, William, K.",US,US
544872,"TUUNANEN, Pertti",FI,FI
529372,"BLANCO MONTES, Alvaro",ES,ES
1470746,"SUGIKI, Ted, Mitsuteru",JP,JP
1458676,"CUI, Hong-Liang",CN,US
276814,"DIEMEER, Martinus, Bernhardus, Johannes",NL,NL
1610664,"KARP, M.D., Nelson, M.",US,US
364891,"CLAEYS, Patrick",BE,DE
719082,"GOUJON, Antoine",FR,FR
678720,"ALLEN, Brian, Plilip",GB,GB
527011,"RUIZ TORTOSA, Vicente",ES,ES
483079,"ISHII, Takaaki",JP,JP
1251227,"VILLAVECES, James, W.",US,US
940064,"OKUBO, Masaaki",JP,JP
887883,"PENDAS, Alberto M.",ES,ES
309221,"ZARSKE, Wolfgang",DE,DE
419964,"DAMMEIER, Sascha",AT,AT
927924,"WATANABE, Iyoshi",JP,JP
1011558,"OHNO, Tokuro",JP,JP
495363,"EBLE, Michael",DE,DE
893802,"OJIDA, Akio",JP,JP
529132,"GARCIA BORREGO, Aranzazu",ES,ES
1576054,"HOLLENBECK, Neal W.",US,US
245322,"BAUERETT, Georg",DE,DE
381110,"SCHNUTGEN, Gero",DE,DE
907322,"ATSUMI, Takayoshi",JP,JP
843632,"YUZURIHA, Yoshiyuki",JP,JP
796493,"SCHAEFER, Gary",CA,US
151247,"CHEN, Peter",CN,CN
1571188,"KALO, Matthew",US,US
345822,"FIEDERLE, Volker",DE,DE
429085,"NEWESELY, Gerald",AT,AT
962242,"MIKAMI, Junya",JP,JP
1756353,"SUGRIM, John",US,US
541884,"KIVINIITTY, Ari",FI,FI
1399286,"DONOGHUE, Daniel, J.",US,US
305591,"BAIARDELLI, Giorgio, Pio, Agostino",DK,IT
1858700,"KOTZE, Jacobus, Charles, Bender",ZA,ZA
879965,"TABATA, Kazuya",JP,JP
230575,"JENSEN, Benny, Vittrup",DK,DK
86234,"ALAOUI-JAMALI, Moulay",CA,CA
1229546,"KEE, Hwang Kiat, Desmond",SG,SG
947434,"YOSHINAGA, Masayuki",JP,JP
1413238,"CARON, Marc, G.",CA,US
138006,"LUO, Yumin",CN,CN
654419,"JACK, James, Wynd",GB,GB
1299418,"CANTRELL, Buddy, E.",US,US
1784540,"DA SILVA, Victor, M.",CA,US
289279,"WEILAND, Max",DE,DE
873524,"FUKUDA, Eiichi",JP,JP
1103512,"JO, Song-Back",KR,KR
1107968,"LEE, BooHee",KR,KR
907820,"KITAMURA, Koichi",JP,JP
430817,"NORDIN, BjOrn",SE,SE
1161762,"MATTI, Robert Servaas",NL,NL
603952,"HOUZIAUX, Nicolas",FR,FR
675657,"JANOSSY, George",HU,GB
69427,"KLOSA, Richard, A.",CA,CA
588615,"POMPEI, Michel",FR,FR
640032,"WILSON, Stephen, Paul",GB,GB
830874,GADGIL Chandan,IN,IN
432615,"DE BEGON DE LAROUZIERE, Suzanne",FR,FR
806331,"ADINBERG, Roman",IL,IL
1356102,"THEIS, Alan",US,US
942130,"MATSUO, Yoshinori",JP,JP
1853132,"GLEICH, Renate",DE,DE
1684151,"TITUS, Andrew B.",US,US
31651,"BOLAND, Philippa, Elizabeth",AU,AU
1227109,"FONG, Hing, Sing",SG,SG
925620,"AKIZUKI, Wataru",JP,JP
1156840,"SLEGERS, Guido",NL,NL
862516,"NAKAE, Takeji",JP,JP
249242,"MAUCH, Ludwig",DE,DE
14824,"JAMES, Robert, Wilton",AU,AU
207414,"SCHULZ, Axel",DE,DE
533576,"JIMENEZ ARAUJO, Ana JosE",ES,ES
1548496,"MUMFORD, Carl",US,US
849472,"CHIGIRA, Junji",JP,JP
204140,"WILLUWEIT, Thomas",DE,DE
561777,"YEAN, Leanirith",FR,FR
1530406,"BUEHRIG, Lavonna, Suzanne",US,US
895694,"TOBETTO, Kenji",JP,JP
1240957,"ODABA, Sibel",TR,TR
486976,"TIEGELKAMP, Vicky",DE,DE
864628,"TAKASE, Shunsuke",JP,JP
642794,"GRANT, Peter, John",GB,GB
1288391,"HODGES, Michael",US,US
1094746,"WOO, Hye-ryun",KR,KR
191802,"PFROMMER, Ralf",DE,DE
921342,"KOYAMA, Yoshimi",JP,JP
530835,"DE MIGUEL, Yolanda",ES,ES
164017,"ENGELMANN, Dirk",DE,DE
1366097,"HUNTER, Adrian",GB,US
1023438,KURACHI Masahiko,JP,JP
634556,"SLATER, Peter, Raymond",GB,GB
583530,"LIEGE, Bruno",FR,FR
713440,"BITTER, IstvAn",HU,HU
1231971,"CHIN, Woon Hau",SG,SG
976904,"MUKOUYAMA, Takuya",JP,JP
225880,"LEHD, John, F.",DE,DE
928205,"MURAMATSU, Hiroyuki",JP,JP
1441725,"TSAVALAS, John",US,US
1847906,"JUNGMANN, Ralf",DE,US
1037766,MURAKAMI Ryuuichirou,JP,JP
1361322,"CALEY, Ian",GB,US
1744363,"SPAHR, Anthony, J.",US,US
1235193,"ROZMAN, Tatjana",SI,SI
733432,"LIMBERAKIS, Chris",US,US
814982,"KRUMBEIN, Sharon",IL,IL
929211,"HORII, Miki",JP,JP
572188,"CERVANTES, FrEderic",FR,FR
201058,"RIESENBERG, Rainer",DE,DE
183619,"RUDOLF, Hans-Werner",DE,DE
971424,"YAKUSHIJI, Kenji",JP,JP
824684,"THORAT, Amol, Narayan",IN,IN
630974,"FIELD, Clive, Richard",GB,GB
334986,"BORNEMANN, Steffen",DE,DE
1091649,"LEE, Jeong-Soo",KR,KR
1267682,"EIDE, Eric, P.",US,US
298047,"PFANNENBERG, Andreas",DE,DE
1755920,"KOPP, Barbara, J.",US,US
649893,"MILLER, Bryan, James, Alan",GB,GB
43801,"REEVES, Christopher John",AU,AU
1061539,Koo Shiang-Lung,US,US
229221,"RUTTER, Richard Anthony",GB,GB
1234924,"JUREJEVCIC, Tomaz",SI,SI
548146,"WINQUIST, Erika",FI,FI
925477,"TAKAOKA, Hiromi",JP,JP
724962,"SEKINE, Shigenobu",JP,JP
948876,"TAKAHASHI, Shogo",JP,JP
754304,"LOKE, Derrick, W., T.",SG,SG
1447460,"GARTLAND, Paul, S.",US,US
1799010,"CHOI, Calvin",US,US
828751,"KUPPANNA, Ananda",IN,IN
1082538,"LEE, Min-gou",KR,KR
1104350,"GANG, Sung Gil",KR,KR
1229659,"GONG, YinHan",CN,SG
1808810,"KANA, Richard, J.",US,US
1635994,"WU, Chi, H.",US,US
308050,"BOHNKE, Bernd",DE,DE
386755,"BERC, Olivier",FR,FR
914457,"TSUBOI, Shuichi",JP,JP
1118810,"OH, Sung Nok",KR,KR
136969,"WU, Lin Yi",CN,CN
658717,"CARDEN, Philip, James",GB,GB
1807391,"DUPUIS, Timothy, J.",US,US
571986,"JALALI, Ali",FR,FR
913017,"MIYATA, Junji",JP,JP
875742,"KANKE, Takao",JP,JP
1115910,"LIM, Dong Chan",KR,KR
1210103,"SVEDBERG, Peter",SE,SE
1459711,"CARUSO, Robert, M.",US,US
358306,"VAN RIJKOM, Jacobus",NL,NL
296460,"JOSLIN, Gregory",MT,MT
897697,"NONAKA, Hiroki",JP,JP
1350145,"REUVEN, Michelle, G.",US,US
1332581,"SCHUETZ, John",US,US
996332,"MIZUNO, Shinpei",JP,JP
246222,"HOL, Wim",NL,US
1102485,"MIAO, Lei",CN,KR
156507,"HEE, Gu Park",KR,CN
1090508,"OH, JAE MIN",KR,KR
1556632,"BATUNINA, Anna, V.",RU,RU
1054963,TSUDA Yoshiyuki,JP,JP
1731084,"DOLAI, Sukanta",IN,US
445830,"BADER, Anne Julia",DE,DE
258741,"ROLDAN, Emilio J.A.",AR,AR
1566157,"CARNEY, Michael",US,US
1018416,"MATSUBARA, Hironari",JP,JP
1512800,"DONOGHUE, John P.",US,US
1307227,"MITSUDA, Noriaki",JP,US
1739652,"BROADWAY, David",US,US
1046401,"KAWADA, Tomoyuki",JP,JP
1746591,"JANGAM, Sujit",IN,US
686153,"PAPASOULIOTIS, Orestis",GR,CH
403827,"TAUNTON, Philip, Richard",GB,GB
46195,"PITT, Gary Robert William",GB,AU
551921,"CIBIE, Pierre",FR,FR
1515694,"RAY, Andrew E.,",US,US
1425338,"LYNCH, Robert",US,US
570305,"TUFFET, Sophie",FR,FR
1697160,"ZIELKE, Julia, A.",US,US
88100,"CHEN, Hongmei",CA,CA
1228093,"THAM, Yue, Meng",SG,SG
882379,"YAMAGATA, Toshihiro",JP,JP
1006471,"FUJITA, Noritoshi",JP,JP
213796,"HAMMANN, Gerhard",DE,DE
262742,"ZADRAZIL, Frantisek",DE,DE
991863,"UMEKAWA, Masafumi",JP,JP
1040168,"TSURUMI, Yoshihisa",JP,JP
1010660,"TAGUCHI, Kohei",JP,JP
1663368,"BEGGELMAN, Marlene, J.",US,US
1475573,"OHDE, Mariko",JP,JP
865331,"OSADA, Yasuo",JP,JP
1554974,"GORDHAN, Sagar",GB,GB
771251,"PAAVOLA, Petri Sakari Valdemar",FI,FI
1421417,"ELICES, Mariano",ES,US
612714,"DIAMAND, Auriane",FR,FR
94330,"LIAO, Tung-Tsai",CN,CN
470992,"SENGEWALD, Erik",DE,DE
1287797,"BECKMANN, Richard, P.",US,US
36877,"MURPHY, David, Alan",AU,AU
1766754,"SPAGNOLI, Daniel B.",US,US
671346,"CIMADEVILLA, Jaun, Carlos, Rodriguez",ES,ES
1330871,"PUNZEL, William, H.",US,US
843631,"ANDO, Fumihiko",JP,JP
1517028,"SOSNIAK, Krzysztof",US,US
1111453,"CHOI, Guang-Jin",KR,KR
1353423,"GILBERT, Roland, A.",US,US
437419,"SHUKLA, Saurabh",US,US
228679,"RASMUSSEN, Bo Lander",DK,DK
1029860,"TAMURA, Nobuhiko",JP,JP
907467,"SASAKI, Shigeki",JP,JP
1111923,"YANG, Hyun-Kap",KR,KR
1380250,"LINK, II, Charles, M.",US,US
640817,"GLEN, Alexander, Iain, Munro",GB,GB
442137,"GATZKE, Sten",DE,DE
209576,"WESTPHAL, Friedrich",DE,DE
1725810,"SUNDHAR, Shaam",US,US
93198,"ZAHIR, Tasneem",CA,CA
1776553,"RABIN, Sidney, B.",US,US
1004230,"SASAKI, Kouya",JP,JP
391551,"TROSSMAN, Andrew Neil",CA,CA
1185455,"KOLBANOVSKY, July Abramovich",RU,RU
1626098,"PARK, Hangil",KR,US
1564459,"HAIDER, Bruno, Hans",DE,US
1332340,"NEFF, C., Andrew",US,US
1695190,"OTTER, Timothy",US,US
1203343,"WIKLUND, Jan",SE,SE
775011,"MAATTA, Matti, V.",FI,US
1774294,"OSGOOD, Mark, A.",US,US
1257091,"KLIER, Eric, Michael",US,US
968408,"UEKUSA, Chiyuki",JP,JP
247731,"MAIWALD, Dietrich",DE,CH
1184598,"SMIRNOV, Sergei Ivanovich",RU,RU
1049307,YASUHARA Shigeto,JP,JP
1219342,"ANHEIM, Fredrik",SE,SE
146718,"WU, Jinghua",CN,CN
429489,"DOR, Pierre",FR,FR
22151,"BIRD, Anthony, Richard",AU,AU
1676176,"PANDHARIKAR, Anand",IN,US
1110295,"CHUNG, Han-Su",KR,KR
546813,"PEDDINTI, Gopalacharyulu",FI,FI
1089957,"NAM, Won Sik",KR,KR
1101567,"CHOI, Yong-Won",KR,KR
1676036,"CLIFFORD, Thomas",US,US
835681,"PACELLA, Danilo",IT,IT
1799433,"LERIAS, Victor, V., III",US,US
1393309,"LU, Patrick, Y.",US,US
663388,"ACTON, David, Gordon",GB,GB
32493,"BORLAND, Neal, Christopher",AU,AU
1788438,"DICKESON, Blake",US,US
1234315,"MILUTINOVIC, Goran",HR,HR
1436913,"KOTHARI, Shil, C.",US,US
1513411,"HAKURA, Ziyad, S.",JO,US
1155465,"ZWEERS, Michiel",NL,NL
349684,"LINOW, Sven",DE,DE
608160,"LOUESSARD, Damien",FR,FR
511228,"PARKER, Graeme Alexander",GB,GB
1290324,"WEGENER, Albert, William",US,US
1237550,"STEFANOVICH, Boris Mikhailovich",SU,SU
1300244,"TYLER, Frances, K.",US,US
1360153,"MADER, Urs",US,US
942102,"TSUKIDA, Tatsuya",JP,JP
221546,"KNUDSEN, Ole, Friis",DK,DK
1668902,"MILLER, Jeffrey, Alan",US,US
1834189,"HOFMANN, Peter",US,US
1489932,"VLACH, Francois",FR,US
1817621,"ELLINGSON, Mark",US,US
596214,"HIRON, FrEdEric",FR,FR
1226547,"REDBRANDT, Karl",SE,SE
1434142,"KILMER, Richard, Joseph",US,US
254217,"ROMBOUT, Ferdinand",NL,NL
987513,"YAMADA, Gou",JP,JP
1610674,"RAMEY, Carl",US,US
94783,"CABRERA, Eric Escobar",CA,CA
1613366,"PETERS, Jeremy, J.",US,US
1828013,"MYERS, Stephen, J.",US,US
912718,"KANAI, Osamu",JP,JP
584725,"VANNIER-MOREAU, Arnaud",FR,FR
632762,"NICHOLS, Paul",GB,GB
1043453,"TAKAGI, Masaharu",JP,JP
698511,"WANg, Yan",CN,GB
820357,"EDRY, Liat",IL,IL
1479490,"BARRETT, George",CA,US
940218,"YAMAMOTO, Mari",JP,JP
1212192,"ADAMOVICH, Andrey Borisovich",RU,RU
268590,"ACKERMANN, JUrgen",DE,DE
765223,"MARTIN, Paul",US,US
54223,"MAFRA, Grace Gondin Rei",BR,BR
153447,"LEE, Kuen Kuen Ella",CN,CN
498036,"EDGAR, Neil",GB,GB
556453,"ROLAND, Georges",FR,FR
1158686,"DEKKER, Johannes Cornelis",NL,NL
761812,"SCHMIDT, Peter J.",DE,NL
737908,"VELAZCO, Maria, InEs",AR,CH
343031,"LEE, Gill Yong",KR,US
646073,"EAVES, Robert, Nicholas",GB,GB
892470,"HARA, Kei",JP,JP
921015,"NAGAHAMA, Chiaki",JP,JP
141797,"ZHENG, Huiyi",CA,CN
1159800,"HOEIJMAKERS, Herman Willem Marie",NL,NL
114796,"WU, Zuwang",CN,CN
1352269,"JOBIN, Michael, J.",US,US
817431,"WEINBERG, Zvi",IL,IL
1760274,"GONDER, Shelley",US,US
856634,"KUNIMOTO, Yutaka",JP,JP
1761182,"DACEY, Ralph, G.,Jr.",US,US
600985,"HASPEKIAN, Goar",FR,FR
464821,"STAHLER, Peer F.",DE,DE
598858,"CANCES, CEcile",FR,FR
646576,"GRIFFITH, Tudor",GB,GB
116526,"XIONG, Pu",CN,CN
1715791,"KUBES, Steven, R.",US,US
1296136,"CHANG, Kok, Wai",US,US
332144,"TOIMIL MOLARES, Eugenia",ES,DE
799864,"CATTANEO, Giuseppe",IT,IT
111209,"SHEN, Dongdong",CN,CN
1032378,"MATSUNAMI, Katsuhiko",JP,JP
1504737,"NEWKIRK, Toy, M.",US,US
792285,"YAMANAKA, Mutsuhiro",JP,JP
988211,"MIYAMOTO, Tetsuya",JP,JP
1030638,SAITA Yasuto,JP,JP
1547650,"STRONG, Mike",US,US
1295444,"MAILLET, Bonnie, Blue",US,US
668768,"KOMANDER, David",DE,GB
230577,"CLAUSEN, Tais",DK,SE
973853,"TAKEDA, Toshio",JP,JP
1727359,"BOUMA, Timothy, Jay",US,US
400725,"ALLSEBROOK, Arran",GB,IT
1346224,"ZHANG, Lihua",CN,US
456412,"BECKER, Erik",NL,NL
539767,"SULANTO, Seija",FI,FI
1774730,"PROKOPOWICZ, Anthony S. III",US,US
953024,"ARAI, Yuri",JP,JP
1199227,"SIDLER, HelEn (Legal Representative of KOCK, Karl-",SE,FR
1244911,"SMITH, Paul, Reed",US,US
244828,"FELDER, Anton",DE,DE
1472979,"PIEDE, David",US,US
361996,"YANG, Zhaoxia",US,US
1787991,"HATTON, David L.",US,US
934935,"OHKAWA, Narumi",JP,JP
1854062,"CHAN, Kannie Wai Yan",CN,US
532165,"CHIARA ROMERO, JosE LuIs",ES,ES
163117,"CLAUSSEN-FINKS, Jochen",DE,DE
831869,"GIGANTINO, Anna",IT,IT
1669277,"EBBERS, Edward",US,US
3893,"HOLZI, Wolfgang",AT,AT
456134,"EVRARD, Hugo",FR,FR
900608,"HIMEDA, Yasukazu",JP,JP
256472,"MIESEN, Ernest",DE,DE
1682808,"PINARBASI, Mustafa",US,US
1231487,"ADAMS, John",US,SG
1780996,"TUTUNCU, Ahmet",US,US
1766436,"WICKERSHAM, Charles",US,US
965637,"KONISHI, Tatsuo",JP,JP
439390,"BUIJSSE, Carla AngEle Paula",NL,NL
1560025,"ELSTERMANN, Erik J.,",US,US
854317,"SUGIMOTO, Ryuichi",JP,JP
1533556,"JUTTU, Gopalakrishnan G.",IN,US
1565081,"CIOCAN, Razvan, M.",RO,US
946401,ARAKI Yumiko,JP,JP
372323,"SCHWANEWILM, Petra",DE,DE
1685848,"TUNNELL, James, W.",US,US
905239,"SUEHIRO, Yoshitaka",JP,JP
1852777,"MCGULPIN, Patrick, J.",US,US
1579988,"FREITAG, Kenny",US,US
1766053,"ROWE, Misty, D.",US,US
236651,"HENKELMANN, Jochen",DE,DE
