pair,fiveyear,totGMIs,rank
"SA-IN","2006-10",3,372
"SA-IN","2011-15",19,181
"SA-IT","2006-10",1,632
"SA-IT","2011-15",5,363
"SA-JO","2006-10",2,482
"SA-JO","2011-15",10,265
"SA-JP","2001-05",1,456
"SA-JP","2006-10",2,455
"SA-JP","2011-15",3,493
"SA-KR","2006-10",1,651
"SA-KR","2011-15",4,400
"SA-KW","1991-95",1,381
"SA-KW","2006-10",2,428
"SA-MY","2001-05",1,531
"SA-MY","2006-10",1,674
"SA-MY","2011-15",3,457
"SA-NL","2001-05",1,480
"SA-NL","2006-10",1,673
"SA-NL","2011-15",7,317
"SA-NO","2011-15",1,627
"SA-NZ","2011-15",2,500
"SA-OM","2011-15",2,571
"SA-PH","2011-15",1,760
"SA-PK","2011-15",4,410
"SA-QA","2011-15",4,386
"SA-RU","2011-15",1,720
"SA-SA","1986-90",0,325
"SA-SA","1991-95",0,441
"SA-SA","1996-00",0,595
"SA-SA","2001-05",0,668
"SA-SA","2006-10",0,800
"SA-SA","2011-15",0,877
"SC-AU","2001-05",2,414
"SC-BE","2001-05",4,289
"SC-BE","2006-10",2,502
"SC-CN","2011-15",1,780
"SC-GB","1991-95",5,149
"SC-GB","1996-00",1,430
"SC-GB","2001-05",2,365
"SC-GB","2006-10",6,273
"SC-GB","2011-15",6,335
"SC-IE","1986-90",1,290
"SC-SC","1986-90",0,317
"SC-SC","1996-00",0,589
"SC-SC","2001-05",0,632
"SC-SC","2006-10",0,763
"SC-SC","2011-15",0,892
"SE-AE","2011-15",2,538
"SE-AT","1996-00",7,191
"SE-AT","2001-05",2,373
"SE-AT","2006-10",4,337
"SE-AT","2011-15",8,301
"SE-AU","1991-95",4,168
"SE-AU","1996-00",10,148
"SE-AU","2001-05",7,217
"SE-AU","2006-10",15,172
"SE-AU","2011-15",15,217
"SE-BE","1986-90",5,105
"SE-BE","1991-95",3,205
"SE-BE","1996-00",6,208
"SE-BE","2001-05",5,258
"SE-BE","2006-10",4,333
"SE-BE","2011-15",3,461
"SE-BG","1996-00",1,490
"SE-BR","1996-00",1,477
"SE-BR","2001-05",1,486
"SE-BR","2006-10",3,357
"SE-BR","2011-15",7,328
"SE-BY","1996-00",1,464
"SE-CA","1986-90",8,75
"SE-CA","1991-95",6,127
"SE-CA","1996-00",30,76
"SE-CA","2001-05",28,105
"SE-CA","2006-10",41,104
"SE-CA","2011-15",60,99
"SE-CH","1986-90",18,44
"SE-CH","1991-95",31,45
"SE-CH","1996-00",52,56
"SE-CH","2001-05",48,77
"SE-CH","2006-10",79,70
"SE-CH","2011-15",75,87
"SE-CM","2011-15",1,812
"SE-CN","1996-00",2,298
"SE-CN","2001-05",6,229
"SE-CN","2006-10",105,56
"SE-CN","2011-15",329,31
"SE-CY","1991-95",1,338
"SE-CY","1996-00",1,512
"SE-CZ","2006-10",3,361
"SE-CZ","2011-15",3,433
"SE-DE","1986-90",26,38
"SE-DE","1991-95",38,42
"SE-DE","1996-00",97,39
"SE-DE","2001-05",110,48
"SE-DE","2006-10",127,53
"SE-DE","2011-15",134,59
"SE-DK","1986-90",3,145
"SE-DK","1991-95",9,103
"SE-DK","1996-00",34,70
"SE-DK","2001-05",62,60
"SE-DK","2006-10",66,79
"SE-DK","2011-15",67,93
"SE-EE","2006-10",2,464
"SE-EE","2011-15",1,696
"SE-ES","1986-90",2,187
"SE-ES","1991-95",1,350
"SE-ES","1996-00",1,392
"SE-ES","2001-05",7,224
"SE-ES","2006-10",7,249
"SE-ES","2011-15",15,210
"SE-FI","1986-90",8,82
"SE-FI","1991-95",18,65
"SE-FI","1996-00",40,64
"SE-FI","2001-05",40,87
"SE-FI","2006-10",44,98
"SE-FI","2011-15",48,111
"SE-FR","1986-90",5,104
"SE-FR","1991-95",10,95
"SE-FR","1996-00",20,95
"SE-FR","2001-05",21,115
"SE-FR","2006-10",20,156
"SE-FR","2011-15",14,227
"SE-GB","1986-90",4,121
"SE-GB","1991-95",5,151
"SE-GB","1996-00",27,82
"SE-GB","2001-05",41,86
"SE-GB","2006-10",56,88
"SE-GB","2011-15",111,70
"SE-GR","2006-10",1,684
"SE-GR","2011-15",1,742
"SE-HK","2001-05",2,410
"SE-HK","2006-10",1,728
"SE-HK","2011-15",1,756
"SE-HU","1986-90",1,280
"SE-HU","1991-95",2,253
"SE-HU","1996-00",2,347
"SE-HU","2001-05",2,363
"SE-HU","2006-10",4,340
"SE-HU","2011-15",4,401
"SE-IE","1996-00",1,472
"SE-IE","2001-05",4,266
"SE-IE","2006-10",8,237
"SE-IE","2011-15",6,347
"SE-IL","1996-00",6,211
"SE-IL","2001-05",3,319
"SE-IL","2006-10",8,235
"SE-IL","2011-15",8,297
"SE-IN","1986-90",5,107
"SE-IN","1991-95",2,229
"SE-IN","1996-00",8,183
"SE-IN","2001-05",29,100
"SE-IN","2006-10",27,133
"SE-IN","2011-15",24,159
"SE-IR","2001-05",1,473
"SE-IS","1996-00",1,511
"SE-IS","2001-05",2,403
"SE-IS","2006-10",1,539
"SE-IS","2011-15",2,549
"SE-IT","1986-90",2,164
"SE-IT","1991-95",3,207
"SE-IT","1996-00",10,153
"SE-IT","2001-05",11,171
"SE-IT","2006-10",11,205
"SE-IT","2011-15",29,143
"SE-JP","1986-90",2,183
"SE-JP","1991-95",15,73
"SE-JP","1996-00",31,75
"SE-JP","2001-05",12,157
"SE-JP","2006-10",26,136
"SE-JP","2011-15",27,150
"SE-KR","1996-00",2,321
"SE-KR","2001-05",2,427
"SE-KR","2006-10",3,362
"SE-KR","2011-15",17,199
"SE-LI","1996-00",1,406
"SE-LU","2006-10",1,735
"SE-LV","2006-10",1,652
"SE-MT","2011-15",1,752
"SE-MY","1996-00",1,422
"SE-MY","2001-05",1,530
"SE-MY","2006-10",2,509
"SE-NL","1986-90",1,216
"SE-NL","1991-95",13,83
"SE-NL","1996-00",25,84
"SE-NL","2001-05",21,117
"SE-NL","2006-10",23,142
"SE-NL","2011-15",15,216
"SE-NO","1986-90",8,78
"SE-NO","1991-95",5,148
"SE-NO","1996-00",30,78
"SE-NO","2001-05",21,118
"SE-NO","2006-10",27,134
"SE-NO","2011-15",35,125
"SE-NZ","1996-00",1,405
"SE-NZ","2001-05",2,405
"SE-NZ","2006-10",5,304
"SE-NZ","2011-15",6,353
"SE-PH","2001-05",2,378
"SE-PL","2001-05",2,407
"SE-PL","2011-15",2,561
"SE-PT","2011-15",2,541
"SE-QA","2011-15",1,682
"SE-RU","1996-00",4,246
"SE-RU","2006-10",4,345
"SE-RU","2011-15",3,481
"SE-SE","1986-90",0,362
"SE-SE","1991-95",0,466
"SE-SE","1996-00",0,568
"SE-SE","2001-05",0,665
"SE-SE","2006-10",0,790
"SE-SE","2011-15",0,865
"SG-AE","2011-15",1,678
"SG-AT","2006-10",2,488
"SG-AT","2011-15",4,392
"SG-AU","1991-95",5,152
"SG-AU","1996-00",7,192
"SG-AU","2001-05",11,173
"SG-AU","2006-10",37,111
"SG-AU","2011-15",24,160
"SG-BD","1986-90",1,232
"SG-BD","2001-05",1,539
"SG-BD","2011-15",1,757
"SG-BE","1996-00",1,493
"SG-BE","2001-05",1,444
"SG-BE","2006-10",2,510
"SG-BE","2011-15",7,308
"SG-BR","2006-10",2,421
"SG-BR","2011-15",2,546
"SG-CA","1996-00",17,103
"SG-CA","2001-05",36,91
"SG-CA","2006-10",56,87
"SG-CA","2011-15",74,88
"SG-CH","1996-00",2,340
"SG-CH","2001-05",7,216
"SG-CH","2006-10",7,255
"SG-CH","2011-15",18,188
"SG-CN","1996-00",9,164
"SG-CN","2001-05",86,51
"SG-CN","2006-10",389,24
"SG-CN","2011-15",915,18
"SG-DE","1986-90",1,266
"SG-DE","1991-95",1,358
"SG-DE","1996-00",22,90
"SG-DE","2001-05",35,93
"SG-DE","2006-10",67,75
"SG-DE","2011-15",72,91
"SG-DK","2001-05",1,519
"SG-DK","2006-10",2,470
"SG-DK","2011-15",7,324
"SG-EG","2011-15",1,731
"SG-ES","1996-00",1,434
"SG-ES","2011-15",1,708
"SG-FI","2001-05",4,281
"SG-FI","2006-10",3,391
"SG-FI","2011-15",4,394
"SG-FR","1986-90",1,224
"SG-FR","1991-95",2,233
"SG-FR","1996-00",8,179
"SG-FR","2001-05",20,121
"SG-FR","2006-10",18,165
"SG-FR","2011-15",25,156
"SG-GB","1986-90",5,106
"SG-GB","1991-95",13,80
"SG-GB","1996-00",17,105
"SG-GB","2001-05",28,106
"SG-GB","2006-10",36,114
"SG-GB","2011-15",41,114
"SG-HK","1991-95",3,200
"SG-HK","1996-00",4,250
"SG-HK","2001-05",8,208
"SG-HK","2006-10",25,139
"SG-HK","2011-15",15,212
"SG-ID","1996-00",4,238
"SG-ID","2001-05",1,526
"SG-ID","2006-10",3,368
"SG-ID","2011-15",3,492
"SG-IE","1991-95",1,310
"SG-IE","2006-10",3,395
"SG-IE","2011-15",2,510
"SG-IL","2001-05",1,461
"SG-IL","2006-10",4,342
"SG-IL","2011-15",3,494
"SG-IN","2001-05",18,131
"SG-IN","2006-10",30,124
"SG-IN","2011-15",78,83
"SG-IT","1986-90",1,243
"SG-IT","1991-95",1,375
"SG-IT","1996-00",1,362
"SG-IT","2001-05",6,241
"SG-IT","2006-10",6,284
"SG-IT","2011-15",3,464
"SG-JP","1986-90",3,143
"SG-JP","1991-95",8,117
"SG-JP","1996-00",42,60
"SG-JP","2001-05",83,54
"SG-JP","2006-10",233,35
"SG-JP","2011-15",124,64
"SG-KR","1991-95",2,258
"SG-KR","1996-00",11,142
"SG-KR","2001-05",23,111
"SG-KR","2006-10",37,112
"SG-KR","2011-15",89,76
"SG-LU","2011-15",1,745
"SG-MX","1996-00",1,375
"SG-MX","2001-05",2,398
"SG-MX","2011-15",1,595
"SG-MY","1986-90",2,195
"SG-MY","1991-95",3,209
"SG-MY","1996-00",14,121
"SG-MY","2001-05",43,81
"SG-MY","2006-10",31,121
"SG-MY","2011-15",33,131
"SG-NL","1986-90",2,194
"SG-NL","1991-95",3,185
"SG-NL","1996-00",5,226
"SG-NL","2001-05",10,183
"SG-NL","2006-10",16,169
"SG-NL","2011-15",24,161
"SG-NO","1991-95",2,259
"SG-NO","1996-00",1,482
"SG-NO","2006-10",2,521
"SG-NO","2011-15",6,354
"SG-NZ","2001-05",2,375
"SG-NZ","2006-10",1,564
"SG-NZ","2011-15",4,409
"SG-PH","2006-10",2,518
"SG-PH","2011-15",3,483
"SG-QA","2011-15",1,793
"SG-RO","2011-15",3,436
"SG-RU","1996-00",1,531
"SG-RU","2001-05",1,590
"SG-RU","2006-10",4,348
"SG-RU","2011-15",4,418
"SG-SA","2006-10",2,431
"SG-SA","2011-15",1,778
"SG-SE","1986-90",1,252
"SG-SE","1996-00",7,197
"SG-SE","2001-05",3,332
"SG-SE","2006-10",5,299
"SG-SE","2011-15",4,417
"SG-SG","1986-90",0,340
"SG-SG","1991-95",0,424
"SG-SG","1996-00",0,585
"SG-SG","2001-05",0,684
"SG-SG","2006-10",0,818
"SG-SG","2011-15",0,898
"SI-CA","1996-00",1,424
"SI-CZ","2001-05",1,512
"SI-CZ","2006-10",1,619
"SI-DE","2011-15",1,822
"SI-EE","2006-10",1,555
"SI-GB","2006-10",1,664
"SI-HR","1991-95",1,272
"SI-IT","1996-00",1,439
"SI-KZ","2011-15",1,608
"SI-RS","1986-90",1,289
"SI-RS","1991-95",5,143
"SI-SI","1986-90",0,357
"SI-SI","1991-95",0,422
"SI-SI","1996-00",0,587
"SI-SI","2001-05",0,654
"SI-SI","2006-10",0,746
"SI-SI","2011-15",0,899
"SK-AT","2006-10",2,472
"SK-AT","2011-15",3,463
"SK-AU","2011-15",1,750
"SK-BE","2001-05",1,488
"SK-BE","2006-10",1,701
"SK-CA","2001-05",1,594
"SK-CA","2006-10",1,631
"SK-CZ","1991-95",15,72
"SK-CZ","1996-00",1,427
"SK-CZ","2006-10",1,709
"SK-CZ","2011-15",4,424
"SK-DE","2001-05",1,559
"SK-DE","2006-10",1,715
"SK-DE","2011-15",3,479
"SK-FR","1996-00",1,518
"SK-NL","2001-05",1,571
"SK-NL","2011-15",4,395
"SK-SK","1991-95",0,463
"SK-SK","1996-00",0,543
"SK-SK","2001-05",0,678
"SK-SK","2006-10",0,830
"SK-SK","2011-15",0,882
"SL-BR","1996-00",1,429
"SL-SI","1996-00",2,324
"SM-IT","2011-15",1,624
"SN-US","2011-15",1,739
"SV-US","1996-00",1,442
"SY-JP","1991-95",1,337
"SY-SA","1996-00",1,460
"SY-SA","2001-05",1,448
"SY-US","2001-05",1,490
"SZ-CH","1991-95",1,363
"TC-CA","1996-00",1,467
"TC-TC","1996-00",0,569
"TC-TC","2001-05",0,630
"TH-AT","2001-05",1,587
"TH-AU","1986-90",2,193
"TH-AU","1991-95",1,271
"TH-AU","2011-15",1,802
"TH-BE","1996-00",2,352
"TH-BE","2001-05",1,479
"TH-BE","2006-10",1,604
"TH-CA","2006-10",1,643
"TH-CA","2011-15",1,625
"TH-CH","2006-10",1,695
"TH-CH","2011-15",1,746
"TH-CN","2006-10",5,326
"TH-CN","2011-15",5,366
"TH-DE","1996-00",2,323
"TH-DE","2001-05",3,328
"TH-DE","2006-10",4,351
"TH-DE","2011-15",2,570
"TH-DK","2006-10",1,739
"TH-DK","2011-15",1,638
"TH-FR","2011-15",1,703
"TH-GB","1996-00",1,503
"TH-GB","2001-05",2,431
"TH-HK","1996-00",1,366
"TH-HK","2011-15",1,611
"TH-IN","2001-05",1,536
"TH-IT","2001-05",3,306
"TH-IT","2006-10",1,648
"TH-JP","1991-95",4,164
"TH-JP","1996-00",5,218
"TH-JP","2001-05",6,234
"TH-JP","2006-10",29,129
"TH-JP","2011-15",18,191
"TH-KR","1996-00",1,415
"TH-KR","2001-05",1,563
"TH-KR","2011-15",2,508
"TH-MY","2001-05",1,575
"TH-MY","2011-15",1,779
"TH-NL","2011-15",1,685
"TH-NO","1996-00",1,500
"TH-NO","2001-05",1,481
"TH-PH","2006-10",1,613
"TH-SE","1991-95",1,315
"TH-SE","1996-00",1,359
"TH-SE","2001-05",2,367
"TH-SE","2006-10",3,399
"TH-SE","2011-15",4,385
"TH-SG","2006-10",2,439
"TH-SG","2011-15",3,445
"TH-TH","1986-90",0,367
"TH-TH","1991-95",0,409
"TH-TH","1996-00",0,598
"TH-TH","2001-05",0,670
"TH-TH","2006-10",0,815
"TH-TH","2011-15",0,900
"TK-TR","1996-00",1,412
"TK-TR","2001-05",1,497
"TK-TR","2011-15",3,472
"TK-US","2001-05",1,469
"TN-DE","2011-15",1,767
"TN-FR","1996-00",1,381
"TN-FR","2006-10",1,710
"TN-TN","2001-05",0,677
"TN-TN","2011-15",0,894
"TR-CA","2011-15",2,577
"TR-CH","2006-10",2,487
"TR-CH","2011-15",5,359
"TR-CN","2011-15",2,574
"TR-DE","1991-95",2,237
"TR-DE","1996-00",2,300
"TR-DE","2001-05",4,285
"TR-DE","2006-10",2,438
"TR-DE","2011-15",9,277
"TR-DK","2006-10",1,690
"TR-ES","2011-15",1,626
"TR-FI","2011-15",6,336
"TR-FR","1986-90",1,273
"TR-IN","2006-10",1,700
"TR-IN","2011-15",2,572
"TR-NO","2006-10",3,367
"TR-NO","2011-15",1,773
"TR-SA","2006-10",1,659
"TR-SG","2011-15",6,345
"TR-TR","1986-90",0,342
"TR-TR","1991-95",0,426
"TR-TR","1996-00",0,561
"TR-TR","2001-05",0,675
"TR-TR","2006-10",0,796
"TR-TR","2011-15",0,823
"TT-ES","2011-15",1,735
"TT-FR","2001-05",1,507
"TT-FR","2006-10",1,582
"TT-FR","2011-15",2,514
"TT-US","2006-10",1,633
"TT-US","2011-15",3,495
"TW-AT","2011-15",1,645
"TW-AU","1991-95",5,142
"TW-AU","1996-00",4,243
"TW-AU","2001-05",10,180
"TW-AU","2006-10",18,162
"TW-AU","2011-15",14,224
"TW-BE","1996-00",1,513
"TW-BE","2001-05",1,585
"TW-BE","2006-10",12,197
"TW-BE","2011-15",19,186
"TW-CA","1991-95",8,108
"TW-CA","1996-00",24,85
"TW-CA","2001-05",53,70
"TW-CA","2006-10",87,65
"TW-CA","2011-15",84,77
"TW-CH","1991-95",2,251
"TW-CH","1996-00",1,483
"TW-CH","2001-05",7,211
"TW-CH","2006-10",7,266
"TW-CH","2011-15",14,229
"TW-CM","2001-05",1,475
"TW-CN","1986-90",8,80
"TW-CN","1991-95",12,88
"TW-CN","1996-00",60,51
"TW-CN","2001-05",491,17
"TW-CN","2006-10",1036,12
"TW-CN","2011-15",2497,9
"TW-CZ","2006-10",2,496
"TW-DE","1986-90",2,189
"TW-DE","1991-95",1,314
"TW-DE","1996-00",13,129
"TW-DE","2001-05",20,123
"TW-DE","2006-10",34,119
"TW-DE","2011-15",38,119
"TW-ES","1996-00",1,522
"TW-ES","2001-05",1,596
"TW-FI","1996-00",1,382
"TW-FI","2001-05",1,528
"TW-FI","2006-10",2,433
"TW-FI","2011-15",3,480
"TW-FR","1986-90",1,296
"TW-FR","1991-95",3,203
"TW-FR","1996-00",6,206
"TW-FR","2001-05",6,238
"TW-FR","2006-10",3,390
"TW-FR","2011-15",10,276
"TW-GB","1991-95",3,177
"TW-GB","1996-00",8,184
"TW-GB","2001-05",17,136
"TW-GB","2006-10",39,106
"TW-GB","2011-15",30,140
"TW-HK","1991-95",4,174
"TW-HK","1996-00",12,136
"TW-HK","2001-05",9,191
"TW-HK","2006-10",53,91
"TW-HK","2011-15",65,94
"TW-ID","2011-15",1,805
"TW-IE","1996-00",3,259
"TW-IE","2001-05",6,243
"TW-IE","2006-10",7,252
"TW-IE","2011-15",12,241
"TW-IL","2001-05",4,273
"TW-IL","2006-10",6,279
"TW-IL","2011-15",8,288
"TW-IN","1996-00",8,171
"TW-IN","2001-05",2,349
"TW-IN","2006-10",11,209
"TW-IN","2011-15",11,257
"TW-IT","2001-05",1,525
"TW-IT","2006-10",1,647
"TW-IT","2011-15",1,610
"TW-JP","1986-90",9,73
"TW-JP","1991-95",19,64
"TW-JP","1996-00",61,50
"TW-JP","2001-05",130,43
"TW-JP","2006-10",193,42
"TW-JP","2011-15",299,36
"TW-KR","1996-00",20,92
"TW-KR","2001-05",49,76
"TW-KR","2006-10",89,64
"TW-KR","2011-15",82,80
"TW-KY","2006-10",8,246
"TW-KY","2011-15",20,174
"TW-MX","1991-95",1,385
"TW-MY","1996-00",3,279
"TW-MY","2001-05",5,248
"TW-MY","2006-10",14,179
"TW-MY","2011-15",28,144
"TW-NL","1991-95",2,215
"TW-NL","2006-10",15,174
"TW-NL","2011-15",16,206
"TW-NO","1996-00",2,288
"TW-NO","2006-10",1,605
"TW-NO","2011-15",1,707
"TW-NZ","1991-95",1,398
"TW-NZ","1996-00",7,193
"TW-NZ","2001-05",3,327
"TW-NZ","2006-10",3,380
"TW-NZ","2011-15",3,478
"TW-PH","1991-95",1,392
"TW-PH","2001-05",1,602
"TW-PH","2006-10",1,702
"TW-RS","2006-10",1,698
"TW-RU","1996-00",1,448
"TW-SA","2011-15",7,330
"TW-SE","1996-00",3,265
"TW-SE","2001-05",4,288
"TW-SE","2006-10",8,243
"TW-SE","2011-15",14,225
"TW-SG","1996-00",11,141
"TW-SG","2001-05",44,80
"TW-SG","2006-10",51,93
"TW-SG","2011-15",139,57
"TW-TH","2001-05",2,364
"TW-TH","2006-10",1,694
"TW-TH","2011-15",3,441
"TW-TW","1986-90",0,352
"TW-TW","1991-95",0,462
"TW-TW","1996-00",0,556
"TW-TW","2001-05",0,629
"TW-TW","2006-10",0,810
"TW-TW","2011-15",0,864
"TX-US","1986-90",10,68
"TX-US","1991-95",23,60
"TX-US","1996-00",1,374
"TX-US","2001-05",1,566
"TZ-CH","2006-10",2,506
"UA-AE","2006-10",1,669
"UA-AE","2011-15",3,471
"UA-BE","2011-15",1,759
"UA-CA","1996-00",5,217
"UA-CA","2001-05",2,404
"UA-CA","2006-10",1,714
"UA-CA","2011-15",3,482
"UA-DE","2001-05",2,344
"UA-DE","2006-10",1,716
"UA-DE","2011-15",2,519
"UA-ES","1996-00",1,508
"UA-FR","2006-10",1,559
"UA-GB","2001-05",2,357
"UA-GB","2006-10",7,259
"UA-GB","2011-15",1,603
"UA-IL","1996-00",2,314
"UA-IL","2001-05",1,543
"UA-IL","2006-10",1,692
"UA-IT","2006-10",1,741
"UA-KR","1996-00",3,258
"UA-KR","2006-10",1,630
"UA-NL","2006-10",1,615
"UA-NL","2011-15",1,782
"UA-RU","1991-95",5,147
"UA-RU","1996-00",16,115
"UA-RU","2001-05",4,301
"UA-RU","2006-10",6,289
"UA-RU","2011-15",3,439
"UA-SE","2006-10",1,572
"UA-SE","2011-15",2,545
"UA-UA","1991-95",0,401
"UA-UA","1996-00",0,613
"UA-UA","2001-05",0,683
"UA-UA","2006-10",0,819
"UA-UA","2011-15",0,908
"UG-GB","2011-15",1,816
"UG-SA","2011-15",1,652
"US-AE","1986-90",2,176
"US-AE","1991-95",1,364
"US-AE","1996-00",9,158
"US-AE","2001-05",20,124
"US-AE","2006-10",13,190
"US-AE","2011-15",33,129
"US-AM","2001-05",1,574
"US-AM","2006-10",1,549
"US-AM","2011-15",2,525
"US-AR","1986-90",5,92
"US-AR","1991-95",4,157
"US-AR","1996-00",6,198
"US-AR","2001-05",11,174
"US-AR","2006-10",36,115
"US-AR","2011-15",28,147
"US-AT","1986-90",36,32
"US-AT","1991-95",51,37
"US-AT","1996-00",75,42
"US-AT","2001-05",112,47
"US-AT","2006-10",183,44
"US-AT","2011-15",198,48
"US-AU","1986-90",177,8
"US-AU","1991-95",299,7
"US-AU","1996-00",565,9
"US-AU","2001-05",824,11
"US-AU","2006-10",1071,11
"US-AU","2011-15",1385,12
"US-BD","2001-05",3,311
"US-BD","2006-10",3,405
"US-BD","2011-15",2,511
"US-BE","1986-90",75,16
"US-BE","1991-95",91,20
"US-BE","1996-00",195,21
"US-BE","2001-05",251,25
"US-BE","2006-10",245,32
"US-BE","2011-15",272,39
"US-BG","1996-00",4,235
"US-BG","2001-05",10,178
"US-BG","2006-10",11,207
"US-BG","2011-15",17,197
"US-BM","1991-95",1,380
"US-BM","2001-05",4,291
"US-BM","2006-10",4,356
"US-BM","2011-15",1,786
"US-BR","1986-90",5,95
"US-BR","1991-95",14,76
"US-BR","1996-00",29,79
"US-BR","2001-05",57,64
"US-BR","2006-10",71,73
"US-BR","2011-15",138,58
"US-BS","1986-90",2,184
"US-BS","1991-95",1,389
"US-BS","1996-00",2,348
"US-BS","2001-05",2,391
"US-BS","2006-10",1,665
"US-BY","1996-00",1,515
"US-BY","2001-05",2,424
"US-BY","2006-10",4,353
"US-BY","2011-15",1,730
"US-CA","1986-90",648,4
"US-CA","1991-95",1159,4
"US-CA","1996-00",2270,4
"US-CA","2001-05",3585,4
"US-CA","2006-10",4977,2
"US-CA","2011-15",7352,2
"US-CH","1986-90",124,11
"US-CH","1991-95",227,12
"US-CH","1996-00",462,11
"US-CH","2001-05",591,15
"US-CH","2006-10",704,17
"US-CH","2011-15",945,17
"US-CL","1986-90",1,307
"US-CL","1991-95",6,129
"US-CL","1996-00",10,154
"US-CL","2001-05",3,308
"US-CL","2006-10",4,328
"US-CL","2011-15",12,248
"US-CN","1986-90",9,74
"US-CN","1991-95",72,26
"US-CN","1996-00",413,14
"US-CN","2001-05",3027,5
"US-CN","2006-10",11630,1
"US-CN","2011-15",26120,1
"US-CO","1986-90",5,101
"US-CO","1991-95",1,280
"US-CO","1996-00",6,213
"US-CO","2001-05",6,242
"US-CO","2006-10",5,312
"US-CO","2011-15",12,246
"US-CR","1986-90",2,196
"US-CR","1996-00",1,478
"US-CR","2001-05",6,233
"US-CR","2006-10",14,181
"US-CR","2011-15",10,266
"US-CU","2011-15",1,781
"US-CY","2001-05",3,343
"US-CY","2006-10",9,231
"US-CY","2011-15",15,219
"US-CZ","1986-90",3,141
"US-CZ","1991-95",7,121
"US-CZ","1996-00",11,144
"US-CZ","2001-05",14,152
"US-CZ","2006-10",56,86
"US-CZ","2011-15",102,73
"US-DE","1986-90",841,3
"US-DE","1991-95",1339,3
"US-DE","1996-00",2842,3
"US-DE","2001-05",3653,3
"US-DE","2006-10",3807,4
"US-DE","2011-15",4382,6
"US-DK","1986-90",34,34
"US-DK","1991-95",86,22
"US-DK","1996-00",126,31
"US-DK","2001-05",182,32
"US-DK","2006-10",265,30
"US-DK","2011-15",301,35
"US-EE","2006-10",6,277
"US-EE","2011-15",3,487
"US-EG","1991-95",6,136
"US-EG","1996-00",12,138
"US-EG","2001-05",16,141
"US-EG","2006-10",21,152
"US-EG","2011-15",32,132
"US-ES","1986-90",3,153
"US-ES","1991-95",49,39
"US-ES","1996-00",112,35
"US-ES","2001-05",121,45
"US-ES","2006-10",168,48
"US-ES","2011-15",231,42
"US-FI","1986-90",12,61
"US-FI","1991-95",55,34
"US-FI","1996-00",147,28
"US-FI","2001-05",213,27
"US-FI","2006-10",175,45
"US-FI","2011-15",226,43
"US-FR","1986-90",223,7
"US-FR","1991-95",407,6
"US-FR","1996-00",802,6
"US-FR","2001-05",1050,8
"US-FR","2006-10",1286,9
"US-FR","2011-15",1389,11
"US-GB","1986-90",1259,1
"US-GB","1991-95",1937,1
"US-GB","1996-00",3108,1
"US-GB","2001-05",4038,1
"US-GB","2006-10",4777,3
"US-GB","2011-15",5922,4
"US-GE","1996-00",2,333
"US-GE","2001-05",9,194
"US-GE","2006-10",3,398
"US-GE","2011-15",1,684
"US-GI","2006-10",1,618
"US-GI","2011-15",1,798
"US-GR","1986-90",4,124
"US-GR","1991-95",9,96
"US-GR","1996-00",9,169
"US-GR","2001-05",29,101
"US-GR","2006-10",36,116
"US-GR","2011-15",34,128
"US-HK","1986-90",17,46
"US-HK","1991-95",35,43
"US-HK","1996-00",95,40
"US-HK","2001-05",157,39
"US-HK","2006-10",189,43
"US-HK","2011-15",331,30
"US-HR","2006-10",2,454
"US-HR","2011-15",4,420
"US-HU","1986-90",16,50
"US-HU","1991-95",32,44
"US-HU","1996-00",33,74
"US-HU","2001-05",48,78
"US-HU","2006-10",48,96
"US-HU","2011-15",57,101
"US-ID","1986-90",1,282
"US-ID","1991-95",4,170
"US-ID","1996-00",10,150
"US-ID","2001-05",6,240
"US-ID","2006-10",6,292
"US-ID","2011-15",8,303
"US-IE","1986-90",43,28
"US-IE","1991-95",59,31
"US-IE","1996-00",187,22
"US-IE","2001-05",319,23
"US-IE","2006-10",441,21
"US-IE","2011-15",711,23
"US-IL","1986-90",151,9
"US-IL","1991-95",281,9
"US-IL","1996-00",499,10
"US-IL","2001-05",759,12
"US-IL","2006-10",1139,10
"US-IL","2011-15",1722,10
"US-IN","1986-90",18,45
"US-IN","1991-95",51,36
"US-IN","1996-00",235,19
"US-IN","2001-05",880,9
"US-IN","2006-10",2504,7
"US-IN","2011-15",5147,5
"US-IR","1991-95",5,150
"US-IR","1996-00",2,343
"US-IR","2001-05",5,263
"US-IR","2006-10",2,486
"US-IR","2011-15",6,348
"US-IS","1996-00",1,380
"US-IS","2001-05",14,148
"US-IS","2006-10",11,211
"US-IS","2011-15",11,261
"US-IT","1986-90",78,14
"US-IT","1991-95",105,19
"US-IT","1996-00",136,29
"US-IT","2001-05",208,28
"US-IT","2006-10",252,31
"US-IT","2011-15",339,29
"US-JE","2011-15",7,312
"US-JM","1996-00",1,529
"US-JM","2001-05",2,387
"US-JM","2006-10",3,373
"US-JM","2011-15",7,332
"US-JO","1986-90",2,168
"US-JO","1996-00",2,317
"US-JO","2001-05",2,361
"US-JO","2006-10",1,743
"US-JO","2011-15",1,705
"US-JP","1986-90",1068,2
"US-JP","1991-95",1641,2
"US-JP","1996-00",2850,2
"US-JP","2001-05",3673,2
"US-JP","2006-10",3771,5
"US-JP","2011-15",4114,7
